event_path,number_of_frames,exposure,burial,field_joint,anode,free_span,label
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__1147878,172,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__1484365,65,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926110653047__20120926110654844@DVR-1_Ch2__1051668,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927094434797__20120927094436703@DVR-1_Ch2__422561,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__130115,70,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__384651,162,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927203514000__20120927203514796@DVR-1_Ch2__1498237,150,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__1780691,138,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__635781,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__846653,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__1376045,304,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926142035766__20120926142036469@DVR-1_Ch2__1460640,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__979373,154,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926100650828__20120926100651610@DVR-1_Ch2__115818,252,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927171205859__20120927171206656@DVR-1_Ch2__1468467,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1605099,62,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926135034484__20120926135034843@DVR-1_Ch2__772883,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__1440934,84,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__979593,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007074604922__20121007074606750@DVR-1_Ch2__1093973,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__536068,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1476703,127,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1623097,128,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927094434797__20120927094436703@DVR-1_Ch2__1494402,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__1043353,62,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927081431938__20120927081432313@DVR-1_Ch2__1101180,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927210515063__20120927210515860@DVR-1_Ch2__187722,125,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__1011166,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__1615775,306,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926125621609__20120926125621922@DVR-1_Ch2__262812,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__157579,108,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927084432579__20120927084434469@DVR-1_Ch2__186576,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927215527875__20120927215528687@DVR-1_Ch2__112588,222,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__996625,316,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927164204828__20120927164205609@DVR-1_Ch2__190142,338,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__1051376,298,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007074604922__20121007074606750@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__1446779,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923151741031__20120923151743031@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926125621609__20120926125621922@DVR-1_Ch2__1725782,85,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927212526125__20120927212526531@DVR-1_Ch2__1784265,75,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__1424104,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__1328616,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__918610,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__276882,288,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__959475,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926125621609__20120926125621922@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927210515063__20120927210515860@DVR-1_Ch2__756659,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__1558089,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__1056201,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927203514000__20120927203514796@DVR-1_Ch2__1654573,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__1201423,137,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007100538579__20121007100539375@DVR-1_Ch2__5724,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923160026985__20120923160027532@DVR-1_Ch2__816616,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926135034484__20120926135034843@DVR-1_Ch2__1483648,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927084432579__20120927084434469@DVR-1_Ch2__522103,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926122158641__20120926122159735@DVR-1_Ch2__211184,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__172019,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__522966,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__164486,53,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927215527875__20120927215528687@DVR-1_Ch2__2948,71,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__1744477,250,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923151741031__20120923151743031@DVR-1_Ch2__859998,274,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__736322,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927171205859__20120927171206656@DVR-1_Ch2__1432951,93,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__39779,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927222429453__20120927222429891@DVR-1_Ch2__1219014,349,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__1605052,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__838832,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__46683,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927215527875__20120927215528687@DVR-1_Ch2__146748,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923105912781__20120923105913093@DVR-1_Ch2__520626,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__1060093,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__825482,246,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__799608,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927161203109__20120927161203484@DVR-1_Ch2__1539266,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__846077,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1251587,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__50283,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927074713812__20120927074715687@DVR-1_Ch2__398789,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__515326,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927215527875__20120927215528687@DVR-1_Ch2__172988,230,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__665030,313,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927161203109__20120927161203484@DVR-1_Ch2__1487147,52,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__1268822,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927222429453__20120927222429891@DVR-1_Ch2__971278,123,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__1079848,181,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927210515063__20120927210515860@DVR-1_Ch2__214321,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927203514000__20120927203514796@DVR-1_Ch2__1554486,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__1125540,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__226438,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__258221,375,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__713718,285,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__507596,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927222429453__20120927222429891@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__0,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__153813,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927171205859__20120927171206656@DVR-1_Ch2__1287993,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__639719,163,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__1452406,91,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927210515063__20120927210515860@DVR-1_Ch2__732790,350,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927035217750__20120927035218796@DVR-1_Ch2__308470,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927094434797__20120927094436703@DVR-1_Ch2__497294,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__374450,96,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927042218859__20120927042219906@DVR-1_Ch2__566012,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__0,50,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1162110,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__1687087,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__1076516,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__1109205,173,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927203514000__20120927203514796@DVR-1_Ch2__1361624,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__671191,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007091608734__20121007091610593@DVR-1_Ch2__371691,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__1551021,166,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927050112297__20120927050112656@DVR-1_Ch2__457596,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__302843,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927164204828__20120927164205609@DVR-1_Ch2__157531,252,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__349028,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926152214375__20120926152214766@DVR-1_Ch2__700322,400,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__1130460,200,0,1,0,0,0,bur
/media/scratch/astamoulakatos/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927012212250__20120927012212687@DVR-1_Ch2__966536,385,0,1,0,0,0,bur
